13103,0.0000
13115,-0.0600
13131,-0.1082
13145,-0.1076
13157,-0.1114
13169,-0.1099
13179,-0.1105
13190,-0.1128
13200,-0.1128
13210,-0.1108
13228,-0.1146
13238,-0.1146
13249,-0.1157
13260,-0.1085
13273,-0.1073
13283,-0.1137
13296,-0.1076
13307,-0.1108
13317,-0.1108
13331,-0.1128
13342,-0.1128
13352,-0.1134
13363,-0.1096
13373,-0.1140
13383,-0.1117
13394,-0.1117
13404,-0.1137
13419,-0.1111
13429,-0.1076
13440,-0.1090
13451,-0.1088
13463,-0.1090
13474,-0.1076
13484,-0.1076
13495,-0.1053
13506,-0.1067
13516,-0.1067
13527,-0.1044
13537,-0.1044
13547,-0.1003
13557,-0.1085
13570,-0.1070
13580,-0.1035
13590,-0.1035
13600,-0.1035
13611,-0.1050
13621,-0.1064
13631,-0.1056
13642,-0.1108
13655,-0.1041
13666,-0.1067
13676,-0.1067
13689,-0.1047
13702,-0.1090
13712,-0.1082
13722,-0.1035
13733,-0.1032
13743,-0.1085
13754,-0.1085
13765,-0.1117
13776,-0.1032
13787,-0.1117
13821,-0.1067
13832,-0.1067
13847,-0.1088
13857,-0.1088
13869,-0.1085
13881,-0.1047
13892,-0.1070
13902,-0.1085
13912,-0.1090
13923,-0.1090
13933,-0.1085
13943,-0.1079
13953,-0.1131
13963,-0.1082
13975,-0.1082
13987,-0.1085
13999,-0.1076
14009,-0.1079
14020,-0.1082
14034,-0.1099
14045,-0.1088
14055,-0.1073
14065,-0.1085
14080,-0.1093
14127,-0.1131
14138,-0.1082
14149,-0.1128
14161,-0.1096
14171,-0.1137
14181,-0.1111
14201,-0.1114
14211,-0.1143
14222,-0.1151
14236,-0.1122
14246,-0.1073
14263,-0.1140
14277,-0.1088
14288,-0.1111
14301,-0.1093
14315,-0.1122
14325,-0.1140
14334,-0.1140
14347,-0.1189
14361,-0.1119
14379,-0.1064
14393,-0.1119
14405,-0.1137
14420,-0.1067
14435,-0.1117
14445,-0.1114
14454,-0.1093
14465,-0.1093
14478,-0.1114
14489,-0.1114
14500,-0.1096
14530,-0.1096
14544,-0.1067
14557,-0.1041
14570,-0.1090
14581,-0.1053
14591,-0.1053
14601,-0.1111
14611,-0.1131
14621,-0.1085
14635,-0.1137
14646,-0.1099
14658,-0.1099
14672,-0.1111
14684,-0.1137
14694,-0.1137
14704,-0.1186
14715,-0.1108
14728,-0.1122
14740,-0.1108
14750,-0.1108
14762,-0.1105
14772,-0.1105
14782,-0.1088
14792,-0.1111
14803,-0.1137
14815,-0.1085
14828,-0.1137
14840,-0.1137
14850,-0.1137
14860,-0.1119
14875,-0.1151
14887,-0.1125
14898,-0.1140
14909,-0.1146
14919,-0.1117
14929,-0.1093
14940,-0.1093
14953,-0.1148
14964,-0.1146
14975,-0.1117
14986,-0.1128
14996,-0.1114
15006,-0.1163
15016,-0.1163
15026,-0.1169
15039,-0.1128
15049,-0.1146
15059,-0.1154
15072,-0.1137
15086,-0.1076
15098,-0.1117
15111,-0.1151
15123,-0.1154
15136,-0.1105
15147,-0.1088
15157,-0.1088
15167,-0.1102
15177,-0.1140
15188,-0.1157
15199,-0.1157
15210,-0.1151
15223,-0.1088
15233,-0.1070
15244,-0.1111
15257,-0.1099
15268,-0.1125
15289,-0.1093
15300,-0.1064
15311,-0.1096
15321,-0.1096
15334,-0.1096
15348,-0.1119
15361,-0.1090
15371,-0.1108
15382,-0.1056
15392,-0.1056
15403,-0.1111
15416,-0.1093
15427,-0.1102
15440,-0.1119
15453,-0.1122
15465,-0.1137
15477,-0.1131
15489,-0.1148
15501,-0.1137
15512,-0.1137
15525,-0.1160
15545,-0.1163
15556,-0.1175
15566,-0.1117
15577,-0.1122
15587,-0.1137
15597,-0.1137
15607,-0.1148
15617,-0.1143
15628,-0.1137
15657,-0.1082
15668,-0.1122
15680,-0.1125
15692,-0.1079
15703,-0.1114
15714,-0.1114
15727,-0.1148
15740,-0.1157
15751,-0.1143
15761,-0.1186
15772,-0.1189
15785,-0.1192
15797,-0.1186
15808,-0.1201
15818,-0.1224
15828,-0.1224
15839,-0.1264
15851,-0.1296
15862,-0.1270
15873,-0.1296
15901,-0.1322
15912,-0.1314
15926,-0.1331
15937,-0.1346
15947,-0.1328
15958,-0.1328
15969,-0.1354
15979,-0.1375
15989,-0.1421
15999,-0.1444
16010,-0.1453
16023,-0.1380
16035,-0.1380
16045,-0.1389
16056,-0.1444
16066,-0.1499
16076,-0.1357
16088,-0.1453
16100,-0.1453
16114,-0.1453
16126,-0.1453
16136,-0.1450
16147,-0.1479
16157,-0.1453
16167,-0.1485
16178,-0.1485
16188,-0.1450
16199,-0.1485
16209,-0.1456
16222,-0.1494
16232,-0.1488
16243,-0.1473
16253,-0.1473
16263,-0.1476
16277,-0.1450
16290,-0.1456
16302,-0.1505
16313,-0.1496
16324,-0.1499
16335,-0.1447
16345,-0.1462
16355,-0.1462
16365,-0.1465
16375,-0.1470
16389,-0.1438
16399,-0.1499
16409,-0.1485
16421,-0.1485
16431,-0.1499
16442,-0.1479
16452,-0.1473
16462,-0.1456
16475,-0.1453
16486,-0.1453
16497,-0.1409
16509,-0.1470
16520,-0.1444
16531,-0.1441
16542,-0.1476
16553,-0.1482
16564,-0.1482
16581,-0.1444
16592,-0.1517
16603,-0.1441
16614,-0.1441
16625,-0.1465
16636,-0.1447
16649,-0.1465
16662,-0.1496
16673,-0.1473
16683,-0.1456
16693,-0.1424
16705,-0.1424
16721,-0.1488
16732,-0.1433
16743,-0.1433
16753,-0.1491
16764,-0.1438
16775,-0.1424
16788,-0.1470
16798,-0.1415
16808,-0.1415
16819,-0.1380
16831,-0.1366
16842,-0.1337
16854,-0.1349
16865,-0.1322
16875,-0.1285
16886,-0.1285
16897,-0.1250
16910,-0.1305
